item_code,item,unit,item_group,item_category,2023-04-01,2023-04-02,2023-04-03,2023-04-04,2023-04-05,2023-04-06,2023-04-07,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-25,2023-04-27,2023-04-28,2023-04-29,2023-04-30
1916,IKAN DEMUDUK/CUPAK/CERMIN (b	$ 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,23.25,,,,,24.666666666666668,,,,,,,23.5,,,23.5,,23.5,,,
1917,IKAN PARANG (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,12.3,,,,,,,,,,,,,,,
1918,IKAN TERUBOK (b	$ 4 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,24.0,,,,,,,24.0,,,,,,,,
1920,KERANG (SAIZ SEDERHANA),1kg,BARANGAN SEGAR,BAHAN LAUT,,,15.263636363636364,,,,,14.272727272727273,,,,,,,15.026666666666667,14.0,,15.866666666666667,,16.266666666666666,,,
1921,IKAN TILAPIA MERAH (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,,,16.77227272727273,,,,,16.81380952380952,,,,,,,16.618846153846157,17.0,,16.376818181818184,,16.27315789473684,,,
1922,SADERI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.69,6.69,9.761379310344827,6.69,6.69,6.69,6.99,9.458148148148148,,6.59,6.59,6.59,6.59,6.59,9.363199999999999,6.59,6.59,9.442142857142857,6.59,9.603333333333333,,,9.29
1923,TERUNG BULAT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.19,11.49,10.025185185185185,11.49,11.49,12.19,13.59,9.81344827586207,11.49,11.49,13.59,13.59,13.59,13.59,9.809655172413795,13.59,13.59,9.981111111111112,13.59,9.7356,13.59,13.59,13.59
1924,SERBUK KUNYIT ALAGAPPAS,230g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,5.014285714285714,,,,,5.014285714285714,,,,,,,5.057142857142857,,,5.057142857142857,,5.057142857142857,,,
1926,CILI AKAR HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.39,9.39,13.741929824561403,9.39,9.39,9.39,,13.552641509433961,,9.59,9.59,9.59,9.59,9.99,13.844285714285714,13.995000000000001,9.99,14.183272727272728,,14.22921568627451,,,
1927,CILI AKAR MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,16.29,19.634594594594596,16.29,16.29,,17.79,18.962285714285713,17.79,17.79,17.79,17.79,16.99,16.49,18.710270270270268,20.244999999999997,16.49,18.60257142857143,19.49,18.8809375,19.49,19.49,18.39
1928,LIMAU KASTURI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,16.45,16.45,12.615961538461537,16.45,16.45,16.45,17.98,12.8092,17.98,17.19,17.19,17.19,14.49,14.49,13.0354,17.19,,12.976792452830189,17.19,12.852888888888888,,,16.29
1929,SANTAN KELAPA SEGAR (PEKAT),1kg,BARANGAN SEGAR,KELAPA,,,,,,,,,,,,,,,,,,,,6.8,,,
1930,TELUR AYAM KAMPUNG,10 biji,BARANGAN SEGAR,TELUR,,,6.8375,,,,,6.80625,,,,,,,6.8533333333333335,,,6.66,,6.684615384615385,,,
1931,BAWANG BESAR IMPORT (PAKISTAN),1kg,BARANGAN KERING,BAWANG,,,3.733333333333333,,,,,3.733333333333333,,,,,,,3.733333333333333,,,3.733333333333333,,3.733333333333333,,,
1937,MINYAK MASAK TULEN CAP SAJI,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.8999999999999995,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
1938,MINYAK MASAK TULEN CAP SAJI,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,13.3,13.3,13.29264705882353,13.3,13.3,13.3,13.3,13.294202898550726,13.3,13.3,13.3,13.3,13.3,13.3,13.294202898550726,13.3,13.3,13.290666666666668,,13.29402985074627,,,
1939,MINYAK MASAK TULEN CAP SAJI,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,30.9,30.9,30.830975609756095,30.9,30.9,30.9,30.9,30.83316455696203,30.9,30.9,30.9,30.9,30.9,30.9,30.82577777777778,30.9,30.9,30.82494382022472,,30.82325301204819,,,
1940,MINYAK MASAK TULEN CAP ALIF,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,6.9,,,,,6.9,,,,,,,6.9,,,6.9,,6.9,,,
1941,MINYAK MASAK TULEN CAP ALIF,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.300000000000002,13.3,13.3,13.3,13.3,13.3,13.3,13.300000000000002,13.3,13.3,13.276153846153848,12.99,13.277857142857144,12.99,12.99,12.99
1942,MINYAK MASAK TULEN CAP ALIF,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.828571428571426,30.9,30.9,30.9,30.9,30.9,30.9,30.812499999999996,30.9,30.9,30.612666666666662,27.99,30.592142857142854,27.99,27.99,27.99
1943,KACANG MERAH (IMPORT),1kg,BARANGAN KERING,KACANG,,,12.884,,,,,12.797916666666666,11.49,11.49,11.49,11.49,11.49,11.49,12.788039215686275,11.49,11.49,12.818163265306124,11.49,12.8858,11.49,11.49,11.49
1944,KACANG SOYA (IMPORT),1kg,BARANGAN KERING,KACANG,7.99,7.99,6.278108108108108,7.99,7.99,7.99,7.99,6.297027027027028,7.49,7.49,7.49,7.49,7.49,7.49,6.282,7.49,7.49,6.283513513513514,7.49,6.2775,7.49,7.49,7.49
1945,TAUHU (JENIS KERAS),sekeping,BARANGAN SEGAR,TAUHU DAN TEMPE,,,0.6757575757575758,0.75,0.75,0.75,0.75,0.6878787878787879,0.75,0.75,0.75,0.75,0.75,0.75,0.6777777777777777,0.75,0.75,0.6797297297297297,0.75,0.6878787878787879,0.75,0.75,0.75
1946,TEMPE (BUNGKUSAN PLASTIK),sekeping,BARANGAN SEGAR,TAUHU DAN TEMPE,,,1.392439024390244,1.69,1.69,1.69,1.69,1.4048717948717948,1.69,1.69,1.69,1.69,1.69,1.69,1.386923076923077,1.69,1.69,1.38725,1.69,1.4054285714285715,1.69,1.69,
1947,SERBUK PENAIK ROYAL (TIN),113g,BARANGAN BERBUNGKUS,ESEN DAN RAGI,,,5.834883720930232,,,,,5.84390243902439,,,,,,,5.8500000000000005,,,5.8307692307692305,,5.828947368421052,,,
1948,RAGI BULAT/RAGI TAPAI,1 biji,BARANGAN BERBUNGKUS,ESEN DAN RAGI,,,1.44,,,,,1.44,,,,,,,1.45,,,1.5333333333333332,,1.5333333333333332,,,
1949,ROTI WHOLEMEAL (PELBAGAI JENAMA),400 g,BARANGAN BERBUNGKUS,ROTI,,,,,,,,,,,,,,,,,,5.5,,,,,
1950,BUNGA RAYA YIS SEGERA,11g,BARANGAN BERBUNGKUS,ESEN DAN RAGI,,,1.25,,,,,1.2666666666666666,,,,,,,1.2666666666666666,,,1.2666666666666666,,1.2666666666666666,,,
1951,BERAS SUPER CAP 3A BOY (IMPORT),10 kg,BARANGAN BERBUNGKUS,BERAS,,,29.263157894736842,,,,,29.263157894736842,,,,,,,29.294999999999998,,,29.294999999999998,,29.294999999999998,,,
1952,KRIMER SEJAT CAP F&N,390g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,4.115529411764705,,,,,4.105054945054945,,,,,,,4.110549450549451,,,4.097222222222222,,4.1034883720930235,,,
1953,KRIMER MANIS PEKAT CAP SAJI,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,3.3491463414634146,,,,,3.3666279069767437,,,,,,,3.3568235294117645,,,3.3568235294117645,,3.3622619047619047,,,
1954,SUSU TEPUNG SEGERA EVERYDAY,900 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,29.0158,,,,,29.047708333333333,,,,,,,29.055333333333333,,,29.032978723404256,,29.011,,,
1955,YOGURT MARIGOLD (LOW FAT) (STRAWBERRY),130g,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,,,,2.5704545454545453,,,,,
1956,NAN PRO LANGKAH 1 RUMUSAN BAYI (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,72.14142857142858,,,,,72.14142857142858,,,,,,,72.14142857142858,,,71.83333333333333,,71.83333333333333,,,
1957,NAN PRO LANGKAH 2 RUMUSAN SUSULAN (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,67.46666666666667,,,,,67.47142857142858,,,,,,,67.47142857142858,,,67.26666666666667,,67.26666666666667,,,
1958,NANKID OPTIPRO LANGKAH 3 RUMUSAN UNTUK KANAK-KANAK,600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,46.199999999999996,,,,,46.199999999999996,,,,,,,46.199999999999996,,,45.86,,45.86,,,
1959,SUSU SEGAR FARM FRESH,1 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,,,,8.057142857142859,,,,,
1960,SUSU SEGAR KURMA FARM FRESH,700 g,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,,,,8.7,,,,,
1961,ANMUM ESSENTIAL LANGKAH 4 PERISA ASLI (TANPA GULA TAMBAHAN) - TIN,1.5kg,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,94.85,,,,,94.85,,,,,,,93.5,,,94.85,,94.85,,,
1962,NESTUM (ORIGINAL),500 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,,,,8.951458333333333,,,,,
1963,REFILL ANMUM ESSENTIAL LANGKAH 4 PERISA ASLI (TANPA GULA TAMBAHAN) - KOTAK,550 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,35.880303030303025,,,,,35.88142857142857,,,,,,,35.84305555555555,,,35.91,,35.85,,,
1964,QUAKER OATS INSTANT OATMEALS,1kg,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,,,,11.99,,,,,
1965,PEDIASURE (VANILA),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,72.25714285714285,,,,,72.30277777777778,,,,,,,72.33026315789475,,,72.2513157894737,,72.39864864864865,,,
1966,MILNA BISKUT RUSK (ASLI),130g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,,,7.202500000000001,,,,,7.2317073170731705,,,,,,,7.236363636363637,,,7.243181818181819,,7.243181818181819,,,
1967,PETPET GOLD+,M70,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,,,30.509210526315787,,,,,30.580263157894734,,,,,,,30.588571428571427,,,30.576666666666664,,30.589285714285715,,,
1968,DRYPERS WEE WEE DRY (M74),M74,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,,,35.05619047619047,,,,,35.49368421052632,,,,,,,34.98,,,35.382222222222225,,35.382222222222225,,,
1969,HUGGIES DRY DIAPERS (M72),M72,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,,,35.0,,,,,35.26272727272727,,,,,,,35.26272727272727,,,35.3075,,35.482499999999995,,,
1970,DIAPEX EASY,M70,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,,,27.78891304347826,,,,,27.816808510638296,,,,,,,27.94644444444444,,,27.950930232558136,,27.973571428571425,,,
1971,FITTI,M60,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,,,26.075,,,,,25.839999999999996,,,,,,,26.139999999999997,,,26.549999999999997,,27.099999999999998,,,
1972,MAMYPOKO EXTRA DRY,M54,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,,,44.5,,,,,44.5,,,,,,,44.5,,,44.5,,44.5,,,
1974,DRYPERS DRYPANTZ,M60,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,,,32.912608695652175,,,,,32.89125,,,,,,,32.93590909090909,,,32.861428571428576,,32.8095,,,
1975,HUGGIES DRY PANTS,M60,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,,,33.238749999999996,,,,,33.1747619047619,,,,,,,33.18658536585365,,,33.18846153846154,,33.15625,,,
1976,MAGGI MI SEGERA PERISA KARI,5 X 79g,BARANGAN BERBUNGKUS,MI SEGERA,,,5.244766839378238,,,,,5.257020202020202,,,,,,,5.2808040201005015,,,5.280355329949239,,5.279430051813472,,,
1977,CINTAN MI SEGERA PERISA AYAM,5 X 75g,BARANGAN BERBUNGKUS,MI SEGERA,,,5.42,,,,,5.425,,,,,,,5.457142857142857,,,5.5,,5.507142857142857,,,
1978,MI SEDAP MI GORENG PERISA ASLI,5 X 90g,BARANGAN BERBUNGKUS,MI SEGERA,,,5.332795698924731,,,,,5.353817204301075,,,,,,,5.383529411764706,,,5.383021978021978,,5.389672131147541,,,
1979,SABUN MANDIAN LIFEBUOY (COOL FRESH),300ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,,,,,,7.483684210526316,,,,,
1980,SABUN MANDIAN DETTOL ANTIBACTERIAL (FRESH),500 ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,,,,,,13.11590909090909,,,,,
1981,SABUN MANDIAN LUX (MAGICAL SPELL),220 ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,,,,,,6.2,,,,,
1982,SYAMPU REJOICE (RICH SOFT SMOOTH),340ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,,,,,,12.187777777777779,,,,,
1983,SYAMPU PANTENE PRO-V (HAIR FALL CONTROL),340ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,,,,,,13.673235294117646,,,,,
1984,SYAMPU HEAD & SHOULDERS (SMOOTH & SILKY),330 ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,,,,,,16.738888888888887,,,,,
1985,TUALA WANITA KOTEX SOFT & SMOOTH (MAXI - NON WING),10 PAD,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,,,,,,3.6559210526315793,,,,,
1986,TUALA WANITA LIBRESSE (MAXI - NON WING),10 PAD,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,,,,,,3.8151960784313723,,,,,
1987,DEODORAN NIVEA MAN (BLACK & WHITE INVISIBLE - ORIGINAL),150 ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,,,,,,15.336363636363636,,,,,
1988,DEODORAN NIVEA (EXTRA BRIGHTENING),150 ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,,,,,,15.65294117647059,,,,,
1989,DEODORAN REXONA MEN (SPORT DEFENSE),50 ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,,,,,,7.860655737704918,,,,,
1990,DEODORAN REXONA (POWDER DRY BRIGHTENING),50 ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,,,,,,7.742954545454546,,,,,
1991,SABUN SERBUK BREEZE (POWER CLEAN),750 g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,,,,5.957872340425531,,,,,
1992,SABUN SERBUK ATTACK (AROMA FRESH + COLOUR),800 g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,,,,8.869047619047619,,,,,
1993,SABUN SERBUK TOP (SUPER COLOUR),750 g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,,,,6.416931818181819,,,,,
1995,DAIA EXCELLENT WASHING POWER (EUA DE PARFUM),750 g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,5.5,,,6.135126050420168,,,,,
1996,PELEMBUT PAKAIAN - SOFTLAN (FLORAL FANTASY),1 liter,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,,,,5.882,,,,,
1998,PENCUCI PELBAGAI GUNA DETTOL (LAVENDER),2.5 liter,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,,,,18.833333333333332,,,,,
1999,PENCUCI PELBAGAI GUNA MR MUSCLE (LAVENDER),2 liter,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,,,,13.830810810810812,,,,,
2000,PENCUCI PELBAGAI GUNA AJAX FABULOSO (LAVENDER),2 liter,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,,,,14.723823529411764,,,,,
2001,DUMEX DUPRO 2 (RUMUSAN SUSULAN),850g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,27.412871287128716,,,,,27.539,,,,,,,27.562580645161294,,,27.63,,27.718297872340425,,,
2002,PELUNTUR CLOROX (ORIGINAL),1 liter,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,,,,5.096097560975609,,,,,
2003,BIHUN KERING IMPORT (PELBAGAI JENAMA),400 g,BARANGAN BERBUNGKUS,BIHUN,,,4.533333333333333,,,,,4.5125,,,,,,,4.5125,,,4.6375,,4.6375,,,
2008,SUSU TEPUNG PENUH KRIM SEGERA NESPRAY,480 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,21.464130434782607,,,,,21.467777777777776,,,,,,,21.471111111111114,,,21.49078947368421,,21.499324324324323,,,
2009,DUTCH LADY 123 (BIASA),850g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,25.77140495867768,,,,,25.714710743801653,,,,,,,25.711311475409833,,,25.690819672131145,,25.69983870967742,,,
2010,DUTCH LADY 456 (BIASA),850g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,25.212413793103448,,,,,25.250258620689653,,,,,,,25.18900900900901,,,25.175044247787607,,25.242203389830507,,,
2011,KIUB SUP TOM YAM (MAGGI),6 X 10g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,3.292439024390244,,,,,3.30975,,,,,,,3.3322499999999997,,,3.3365789473684213,,3.327948717948718,,,
2012,KICAP TAMIN (DARK SOY SAUCE),350ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,4.746153846153846,,,,,4.758333333333334,,,,,,,4.742857142857143,,,4.7615384615384615,,4.7375,,,
2013,KRAFT DAIRYLEA SINGLES CHEESE 12 SLICES,250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),,,13.299999999999999,,,,,13.299999999999999,,,,,,,13.299999999999999,,,13.2,,13.2,,,
2014,ENFAGROW A+ MIND PRO LANGKAH 3 VANILA (KOTAK),500 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,50.833333333333336,,,,,51.34615384615385,,,,,,,52.23333333333333,,,51.8,,52.05833333333334,,,
2015,PETPET PANTS GOLD+,M60,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,,,30.883333333333333,,,,,30.65,,,,,,,30.641935483870967,,,30.775862068965516,,30.7,,,
2016,SABUN SERBUK FAB (PERFECT),680g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,,,,5.258947368421053,,,,,
2017,DYNAMO POWER GEL (PERFECT CLEAN),2.6kg,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,,,,27.683846153846154,,,,,
2018,SABUN PENCUCI SUNLIGHT (LEMON),900ml,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,,,,7.0736305732484075,,,,,
2019,NESCAFE 3 IN 1 ORIGINAL (AROMATIC & BALANCED),25 x 18g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,,,,14.6427,,,,,
2020,YOGURT LACTEL (FAT FREE) (STRAWBERRY),130g,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,,,,2.63,,,,,
