item_code,item,unit,item_group,item_category,2023-02-02,2023-02-06,2023-02-07,2023-02-08,2023-02-10,2023-02-11,2023-02-12,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-20,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-25,2023-02-26,2023-02-27,2023-02-28
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.378947368421052,,9.4,9.4,9.4,9.4,9.4,9.36475,9.4,9.4,9.4,9.4,9.36975,9.4,9.4,9.4,9.4,9.4,9.4,9.38547619047619,9.4
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.481666666666667,,,,,,,10.98625,,,,,11.138,,,,,,,11.218,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,19.0,,,,,,,21.95,,,,,20.95,,,,,,,17.0,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.132222222222222,3.5,,,,,,4.187777777777778,,,,,4.187777777777778,,,,,,,4.149,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.172941176470588,,6.09,,6.19,6.19,6.19,6.223157894736842,7.25,7.25,7.25,7.25,6.148999999999999,6.49,6.49,7.25,7.25,7.25,7.25,6.092380952380952,6.29
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.166666666666667,,,,,,,6.25,,,,,6.25,,,,,,,6.0,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.416666666666667,5.5,,,,,,4.083333333333333,,,,,4.166666666666667,,,,,,,4.5,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.914285714285714,,4.19,4.19,,,4.19,4.759,4.19,4.19,4.19,4.19,4.648333333333333,3.79,3.79,4.19,4.19,4.19,4.19,4.715,4.19
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,10.469999999999999,,8.49,8.49,7.99,7.99,8.49,10.396666666666667,8.49,8.49,11.29,8.29,7.993333333333333,8.29,8.29,8.29,8.29,8.29,8.29,8.42,
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.875,5.0,,,,,,4.75,,,,,4.75,,,,,,,4.833333333333333,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,4.310555555555556,,3.79,3.79,4.69,4.69,4.69,4.355,4.69,4.69,4.69,3.89,4.293125,3.99,3.99,3.99,3.99,3.99,4.69,4.317058823529412,4.69
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,15.8525,16.0,12.95,,,,13.59,15.897272727272728,13.59,12.59,10.99,11.49,16.48818181818182,,10.99,13.59,13.59,13.59,13.59,16.063333333333333,13.59
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,2.6,,,,,,,2.6,,,,,2.6,,,,,,,2.6,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.37375,,4.89,4.89,,,4.89,6.232222222222223,4.89,4.89,6.99,6.99,6.24875,4.69,4.69,6.99,6.99,6.99,5.99,6.34875,
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,10.0,,,,,,,10.0,,,,,,,,,,,,,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,26.333333333333332,,,,,,,26.170588235294115,,,,,25.8,,,,,,,27.0,
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,11.774074074074074,,,,,,,11.742857142857144,,,,,11.820689655172414,,,,,,,11.855172413793104,
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,13.0,,,,,,,11.99,,,,,11.658333333333333,,,,,,,11.3625,
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,38.0,,,,,,,38.45,,,,,38.0,,,,,,,38.0,
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,30.0,,,,,,,30.0,,,,,35.0,,,,,,,35.0,
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,15.170588235294117,,,,,,,15.5695,,,,,14.942380952380953,,,,,,,14.711111111111112,
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,38.65,,,,,,,38.65,,,,,39.483333333333334,,,,,,,39.483333333333334,
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,35.0,,,,,,,35.0,,,,,35.0,,,,,,,35.0,
65,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,17.9,,,,,,,,,,,,,
66,IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,18.9,,,,,,,18.9,,,,,18.9,,,,,,,18.9,
68,IKAN PARI (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,28.333333333333332,,,,,,,31.666666666666668,,,,,29.5,,,,,,,31.75,
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,12.5,,,,,,,12.225,,,,,11.35,,,,,,,11.644444444444444,
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,19.725,,,,,,,18.757142857142856,,,,,19.3375,,,,,,,19.59,
71,IKAN SELAYANG/SARDIN  (≥ 13 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,13.303103448275863,,12.99,12.99,12.99,15.99,15.99,13.8528125,15.99,14.99,14.99,14.99,14.009354838709678,11.99,11.99,11.99,11.99,11.99,11.99,13.543000000000001,11.49
73,IKAN SENANGIN (ANTARA 2 HINGGA 8 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,28.95,,,,,,,27.3,,,,,26.975,,,,,,,27.3,
79,IKAN TENGGIRI PAPAN (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,33.9,,,,,,,33.9,,,,,,,,,,,,,
82,IKAN TENGGIRI BATANG (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,36.0,,,,,,,36.0,,,,,36.0,,,,,,,38.0,
83,IKAN TONGKOL/AYA/KAYU HITAM (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,14.2156,,12.99,12.99,12.99,12.99,12.99,14.39125,12.99,12.99,13.99,13.99,14.538695652173912,12.99,12.99,12.99,12.99,12.99,,14.557916666666666,13.49
88,IKAN KELI (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,11.49888888888889,,9.99,9.99,9.99,9.99,8.29,11.244545454545454,8.29,8.29,9.99,9.99,11.399090909090908,9.99,9.99,9.99,9.99,9.99,9.99,11.49,9.99
89,IKAN TILAPIA HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,9.0,,,,,,,,,,,,7.5,,,,,,,6.0,
92,CILI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.84975,,14.59,14.59,17.39,11.79,11.79,14.719268292682926,11.79,11.79,11.79,11.79,14.808333333333334,,,,,,12.69,14.75891891891892,12.69
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,17.00344827586207,,14.59,14.59,14.59,14.59,14.59,17.3309375,14.59,14.99,14.99,14.99,17.403333333333332,,12.99,12.99,12.99,12.99,12.99,17.37741935483871,
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,17.01153846153846,,,,,,,16.86551724137931,,,,,16.913793103448278,,,,,,,16.51,
95,HALIA BASAH (TUA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.883065693430657,12.0,11.59,11.59,9.8,9.8,10.29,10.021843971631204,10.29,9.59,9.59,9.59,10.104027777777778,11.29,11.29,11.29,11.29,11.29,11.29,10.079722222222223,9.89
96,KACANG BENDI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,13.0798,,,,,,,13.8238,,,,,13.682692307692308,,,,,,,13.264150943396226,
97,KACANG BUNCIS,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.478888888888887,,,,,,,15.559459459459461,,,,,16.289473684210527,,,,,,,15.333333333333334,
98,KACANG PANJANG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.783095238095237,,,,,,,10.87938775510204,,,,,10.372340425531915,,,,,,,9.745652173913044,
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,2.37,,,,,,,2.3277777777777775,,,,,2.3277777777777775,,,,,,,2.363157894736842,
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,10.0,,,,,,,10.0,,,,,10.0,,,,,,,10.0,
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,7.9,,,,,,,7.9,,,,,7.9,,,,,,,7.9,
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.938928571428572,,,,,,,3.9410344827586203,,,,,4.083548387096775,,,,,,,3.9997058823529414,
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.812,4.8,,,2.19,2.19,2.39,4.72304347826087,2.39,2.39,2.39,1.99,5.005199999999999,1.99,1.99,1.99,1.99,1.99,1.99,5.03875,
108,KUNYIT HIDUP,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.093787878787879,,,,6.29,6.29,,9.195384615384617,,,6.29,6.29,9.103076923076923,,,6.29,6.29,6.29,6.29,9.09686567164179,6.29
109,LOBAK MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.284,5.5,,,,,,5.339054054054054,,3.49,3.49,3.49,5.343561643835616,3.29,3.29,3.29,3.29,3.29,3.29,5.27231884057971,
112,TERUNG PANJANG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.897727272727273,,14.29,14.29,14.29,14.29,,10.633333333333333,,,,14.29,11.073695652173912,15.89,15.89,15.89,15.89,15.89,15.89,11.097708333333332,15.89
113,TIMUN,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.539756097560976,,7.29,7.29,,6.29,5.89,6.063717948717949,5.89,5.89,7.29,7.29,5.699871794871795,3.59,,,,,,5.358974358974359,
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.015384615384615,,,,10.79,10.79,10.79,9.243548387096775,10.75,11.29,11.29,11.29,8.37485294117647,7.09,6.49,6.49,6.49,6.49,9.39,8.250615384615385,8.19
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.6000000000000005,,,,,,,4.585714285714286,,,,,4.6000000000000005,,,,,,,4.575,
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,4.475,,,,,,,4.533333333333333,,,,,4.464705882352941,,,,,,,4.455555555555555,
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.1,,,,,,,4.1,,,,,4.1,,,,,,,4.1,
124,TELUR PUYUH,15 Biji,BARANGAN SEGAR,TELUR,3.6375,,,,,,,3.7285714285714286,,,,,3.6666666666666665,,,,,,,3.8684615384615384,4.19
125,TELUR ITIK,10 biji,BARANGAN SEGAR,TELUR,14.0,,,,,,,14.0,,,,,14.0,,,,,,,14.0,
129,BAWANG BESAR KUNING/HOLLAND,1kg,BARANGAN KERING,BAWANG,4.940404624277456,6.0,4.19,4.19,4.89,4.89,4.89,4.976820809248555,4.89,4.89,4.89,4.89,4.995371428571429,4.89,4.89,4.89,4.89,4.89,4.89,5.01603448275862,4.89
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,12.0,,,,,,,12.248823529411766,,,,,12.564509803921569,,,,,,,12.283148148148147,
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,15.313333333333333,,,,,,,14.75294117647059,,,,,14.341176470588236,,,,,,,14.1,
148,IKAN BILIS GRED B (KOPEK),1kg,BARANGAN KERING,HASIL LAUT KERING,26.228846153846156,,31.75,31.75,31.75,31.75,31.75,26.85,31.75,31.75,31.75,31.75,27.248214285714287,31.75,31.75,31.75,31.75,31.75,31.75,27.498076923076926,31.75
152,KACANG HIJAU (IMPORT),1kg,BARANGAN KERING,KACANG,8.007037037037037,8.6,7.55,7.55,7.55,7.55,7.55,7.994094488188976,7.55,7.55,7.55,7.55,7.9788461538461535,7.55,7.55,7.55,7.55,7.55,7.55,7.982330827067668,7.55
154,SERBUK KUNYIT (TIDAK BERBUNGKUS),100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),1.2333333333333334,,,,,,,1.2333333333333334,,,,,1.2333333333333334,,,,,,,1.2,
171,KORDIAL SUNQUICK (OREN),840 ml,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,13.763184713375797,,,,,,,,
180,TEH BOH (UNCANG),100 beg,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,13.739833333333333,,,,,,,,
190,SARDIN CAP AYAM (SOS TOMATO),155 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,4.59025974025974,,,,,,,4.609872611464968,,,,,4.6332236842105265,,,,,,,4.651360544217687,
191,SARDIN CAP AYAM (SOS TOMATO),425 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,9.413548387096775,,,,,,,9.473544303797468,,,,,9.507577639751553,,,,,,,9.527592592592592,
192,SARDIN CAP KING CUP (SOS TOMATO),155 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,4.239285714285715,,,,,,,4.258490566037736,,,,,4.2215686274509805,,,,,,,4.218518518518518,
193,SARDIN CAP KING CUP (SOS TOMATO),425 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,8.852586206896552,,,,,,,8.891525423728813,,,,,8.875,,,,,,,8.895384615384616,
195,MACKAREL CAP AYAM (SOS TOMATO),425 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,9.44593023255814,,,,,,,9.481715976331362,,,,,9.53,,,,,,,9.552386363636364,
197,MACKAREL CAP KING CUP (SOS TOMATO),425 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,8.7,,,,,,,8.7,,,,,8.575,,,,,,,8.575,
199,TUNA CAP TC BOY (SANDWICH DELITE),150 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,6.0,,,,,,,6.0,,,,,6.0,,,,,,,6.0,
201,JEM STRAWBERI LADY'S CHOICE,400 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),8.783829787234042,,,,,,,8.783478260869567,,,,,8.787272727272727,,,,,,,8.803191489361701,
202,SERI KAYA YEO'S,480 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),7.074489795918367,,,,,,,7.110000000000001,,,,,7.1177227722772285,,,,,,,7.130970873786408,
203,MAINLAND CHESDALE CHEDDAR CHEESE SPREAD 12 CHEDDAR,250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),12.307083333333333,,,,,,,12.177307692307693,,,,,12.27111111111111,,,,,,,12.31103448275862,
205,MARJERIN DAISY,480 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),8.65486111111111,,,,,,,8.652173913043478,,,,,8.674647887323943,,,,,,,8.639285714285714,
206,MARJERIN PLANTA,480 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),11.980420168067228,,,,,,,12.040737704918033,,,,,12.071176470588236,,,,,,,12.087368421052632,
214,KICAP LEMAK MANIS CAP KIPAS UDANG,345ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,5.732203389830508,,,,,,,5.73142857142857,,,,,5.727142857142857,,,,,,,5.72191011235955,
215,KICAP LEMAK MANIS CAP JALEN,650 ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,6.8611249999999995,,,,,,,6.9296341463414635,,,,,6.903139534883721,,,,,,,6.893152173913043,
217,SOS TOMATO MAGGI,325 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,3.495084745762712,,,,,,,3.485480225988701,,,,,3.4892528735632182,,,,,,,3.497640449438202,
218,SOS CILI LIFE,340 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,3.9226262626262622,,,,,,,3.920978260869565,,,,,3.9173,,,,,,,3.9207272727272726,
221,DRINHO SOYA (KOTAK),250 ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,1.0852941176470587,,,,,,,,
224,SUSU SEGAR DUTCH LADY,1 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,8.503571428571428,,,,,,,,
225,SUSU MARIGOLD HL,1 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,7.992413793103449,,,,,,,,
226,YEO'S LAICI (KOTAK),250 ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,1.146938775510204,,,,,,,,
228,COCA COLA (BOTOL),1.5 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,3.896052631578948,,,,,,,,
229,F&N OREN (TIN),325 ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,1.7304347826086954,,,,,,,,
230,F&N OREN (BOTOL),1.5 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,3.8,,,,,,,,
232,MIRINDA OREN (BOTOL),1.5 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,3.97,,,,,,,,
235,JUS OREN PEEL FRESH (MARIGOLD),1 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,6.514634146341464,,,,,,,,
239,RED BULL (BOTOL),150 ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,2.1971428571428575,,,,,,,,
240,LIVITA WITH HONEY (BOTOL),150 ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,2.408695652173913,,,,,,,,
246,MINYAK JAGUNG CAP MAZOLA,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,17.95608695652174,,,18.3,18.3,18.3,18.3,17.767142857142858,18.3,18.3,18.3,18.3,17.898888888888887,17.79,17.79,17.79,17.79,17.79,17.79,17.892068965517243,17.79
254,MINYAK MASAK SEBATIAN CAP HELANG,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,39.491960784313726,,,,,,,39.397708333333334,,,,,39.419347826086955,,,,,,,39.562,
257,MINYAK MASAK SEBATIAN CAP NEPTUNE,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,38.07636363636364,,,,,,,39.04,,,,,39.554,,,,,,,39.975,
260,MINYAK MASAK SEBATIAN CAP PISAU,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,38.1475,,36.9,36.9,36.9,36.9,36.9,38.09673076923077,36.9,36.9,36.9,36.9,38.169074074074075,36.9,36.9,36.9,36.9,36.9,36.9,37.966,36.9
263,MINYAK MASAK TULEN CAP BURUH,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,30.855576923076924,,29.49,29.49,29.49,29.49,29.49,30.777241379310343,29.49,30.9,29.49,29.49,30.798,29.49,29.49,29.49,29.49,29.49,29.49,30.773384615384614,29.49
266,MINYAK MASAK TULEN CAP SERI MURNI,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,30.9,,30.9,30.9,30.9,30.9,30.9,30.88941176470588,30.9,30.9,30.9,30.9,30.876136363636363,30.9,30.9,30.9,30.9,30.9,30.9,30.876404494382022,30.9
267,MINYAK MASAK TULEN CAP VESAWIT,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,6.900000000000001,,,,,,,6.9,,,,,6.9,,,,,,,6.9,
271,MINYAK SAPI CAP QBB,400 g,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,32.42884615384615,,29.95,29.95,29.95,29.95,29.95,32.50185185185185,29.95,29.95,29.95,29.95,32.50185185185185,29.95,29.95,29.95,29.95,29.95,29.95,32.8537037037037,29.95
272,ROTI SANDWICH GARDENIA ORIGINAL CLASSIC,400 g,BARANGAN BERBUNGKUS,ROTI,3.0,,,,,,,3.0,,,,,3.0,,,,,,,3.0,
292,UBAT GIGI COLGATE (PUDINA SEGAR),250 g,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,13.43623853211009,,,,,,,,
293,UBAT GIGI DARLIE DOUBLE ACTION (PUDINA ASLI),250 g,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,13.398481012658229,,,,,,,,
295,UBAT GIGI FRESH & WHITE (PUDINA SEGAR),160 g,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,6.0,,,,,,,,
299,LACTOGEN 1 RUMUSAN BAYI (KOTAK),650g,SUSU DAN BARANGAN BAYI,SUSU BAYI,26.820588235294117,,,,,,,26.80909090909091,,,,,26.804040404040403,,,,,,,26.819387755102042,
300,LACTOGEN 2 RUMUSAN SUSULAN (KOTAK),650g,SUSU DAN BARANGAN BAYI,SUSU BAYI,26.784536082474226,,,,,,,26.809278350515463,,,,,26.75154639175258,,,,,,,26.76236559139785,
320,SUSU SEJAT PENUH KRIM CAP IDEAL,390g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,5.285,,,,,,,5.312142857142858,,,,,5.322857142857143,,,,,,,5.322857142857143,
327,SUSU TEPUNG ISIAN KURANG LEMAK 'OMEGA PLUS',1kg,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,49.60372549019608,,,,,,,49.65981818181818,,,,,49.58230769230769,,,,,,,49.67963636363636,
332,SUSU TEPUNG SEGERA FERNLEAF (INSTANT),550 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,17.297222222222224,,,,,,,17.375,,,,,17.599999999999998,,,,,,,17.52857142857143,
334,SUSU ANLENE ACTIFIT 3X PERISA ASLI,600 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,21.10982905982906,,,,,,,21.11948717948718,,,,,21.129649122807017,,,,,,,21.134054054054054,
335,SUSU ANLENE GOLD 5X,600 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,25.820491803278692,,,,,,,25.861240310077523,,,,,25.852500000000003,,,,,,,25.850406504065038,
336,ANMUM MATERNA (BIASA/COKLAT),650g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,38.323142857142855,,,,,,,38.28916666666667,,,,,38.28515151515152,,,,,,,38.28515151515152,
343,KULIT KAYU MANIS,100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),4.5617857142857146,,,,,,,4.582592592592593,,,,,4.582592592592593,,,,,,,4.497407407407407,
344,SUSU TEPUNG SEGERA EVERYDAY,550 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,20.59160583941606,,,,,,,20.58828125,,,,,20.59016393442623,,,,,,,20.586153846153845,
345,SUSU TEPUNG ISIAN KURANG LEMAK 'OMEGA PLUS',600 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,33.618951612903224,,,,,,,33.60267175572519,,,,,33.58126984126984,,,,,,,33.63903225806452,
346,REMPAH KURMA (TIDAK BERBUNGKUS),100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),3.5,,,,,,,3.5,,,,,3.5,,,,,,,3.5,
350,SERBUK KARI IKAN BABAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),5.504324324324324,,,,,,,5.509625668449198,,,,,5.50578947368421,,,,,,,5.5058201058201055,
360,SUP BUNJUT ADABI,8 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),1.4868811881188118,,,,,,,1.479639175257732,,,,,1.4818877551020408,,,,,,,1.4792500000000002,
361,SUP PUNJUT MAK SITI,10 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),1.536842105263158,,,,,,,1.5550000000000002,,,,,1.5571428571428574,,,,,,,1.554166666666667,
364,SERBUK CILI BABAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),7.03592356687898,,,,,,,7.062597402597404,,,,,7.071225806451612,,,,,,,7.089736842105264,
365,SERBUK KUNYIT CAMPURAN (SEBATIAN) ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),6.189754098360655,,,,,,,6.199846153846154,,,,,6.180909090909091,,,,,,,6.181832061068703,
367,SERBUK KUNYIT BABAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),5.15578231292517,,,,,,,5.149333333333333,,,,,5.143918918918919,,,,,,,5.146,
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,9.5977304964539,10.0,9.99,9.99,9.99,9.99,9.99,9.59764705882353,9.99,9.99,9.99,9.99,9.568652482269504,9.99,9.99,9.99,9.99,9.99,9.99,9.557304964539007,9.99
388,KRIMER MANIS CAP JUNJUNG,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,4.380487804878048,,,,,,,4.382926829268293,,,,,4.395121951219512,,,,,,,4.417073170731707,
716,CILI API/PADI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,25.889999999999997,,,,,,,25.889999999999997,,,,,26.207142857142856,,,,,,,26.72142857142857,
843,ANMUM LACTA (BIASA),650g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,37.83052631578947,,,,,,,37.919,,,,,38.013333333333335,,,,,,,38.013333333333335,
845,SOTONG (≥ 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,35.67142857142857,,,,,,,35.199999999999996,,,,,35.37619047619047,,,,,,,35.77222222222222,
847,KETAM RENJONG/BUNGA (ANTARA 5 HINGGA 8 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,39.0,,,,,,,37.31666666666667,,,,,38.128571428571426,,,,,,,36.78,
849,UDANG PUTIH KECIL (b	% 61 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,20.816666666666666,,,,,,,20.78,,,,,21.7375,,,,,,,22.4875,
850,UDANG HARIMAU (ANTARA 20 HINGGA 30 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,44.0,,,,,,,40.725,,,,,37.63333333333333,,,,,,,36.45,
861,UBI KENTANG HOLLAND,1kg,BARANGAN KERING,UBI KENTANG,4.323076923076924,,,,,,,4.358333333333333,,,,,4.484615384615385,,,,,,,4.52,
